Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,   ,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift
672,2023-01-30,EXP_7298,Haryana,Auto Parts,,,59789567,1059,None,1,0.7,1,5965,8626,0,0.95,,768,-0.3,0.78,0,1,0.68
673,2023-08-19,EXP_3775,Karnataka,Chemicals,0,2524,37256391,1944,None,1,0.27,0,23486,13603,1,0.82,317293,1307,0.03,0.8,1,0,0.43
674,2025-01-16,EXP_4517,Maharashtra,Textiles,1,,66288460,1302,None,0,0.25,0,10591,7078,0,0.22,,4674,0.39,0.14,1,1,0
675,2021-01-06,EXP_3339,Karnataka,Textiles,0,,57113964,1739,None,1,0.14,1,437,13976,1,0.99,621585,3406,-0.56,0.05,0,1,0.4
676,2021-10-04,EXP_5073,Maharashtra,Engineering,1,,72027884,1819,ISO14001,0,0.01,1,21687,14445,1,0.06,NA,920,0.79,-0.23,0,1,-0.86
677,2023-09-30,EXP_9202,Punjab,Electronics,1,6481,31941121,1927,None,1,0.67,1,3910,3384,1,0.77,NA,1670,0.41,0.2,0,1,-0.91
678,2023-12-04,EXP_6781,Delhi,Machinery,,,57279287,1680,ISO9001,1,0.35,1,17999,3758,0,0.78,NA,1915,0.05,-0.79,1,0,-0.01
679,2023-08-31,EXP_6492,Maharashtra,Solar,1,,41673807,630,TUV,1,0.21,0,6157,3441,1,0.63,161690,2341,0.74,0.79,1,0,-0.57
680,2021-04-17,EXP_7564,Tamil Nadu,Engineering,1,,75724198,1985,ISO9001,0,0.41,1,5200,4517,0,0.78,35775,4975,0.6,0.47,0,0,-0.93
681,2024-04-11,EXP_6106,Gujarat,Engineering,,7271,71089083,191,None,0,0.96,1,21595,13936,0,0.7,,3468,-0.06,-0.3,1,0,-0.91
682,2024-02-26,EXP_2747,Haryana,IT Software,0,,74933134,574,ISO27001,1,0.18,0,18715,426,0,0.94,,2956,-0.91,0.79,0,1,0.34
683,2023-09-29,EXP_9316,Rajasthan,Engineering,0,7034,36568750,1206,CE,0,0.42,1,1309,9939,1,0.2,NA,1950,-0.3,0.06,1,0,0.96
684,2024-10-09,EXP_6309,Punjab,Pharmaceuticals,,,75240210,1584,FDA,1,0.38,0,7529,4744,1,0.53,,2290,-0.2,0,0,0,-0.37
685,2023-06-04,EXP_1030,Karnataka,Pharmaceuticals,0,8297,47857337,1890,FDA,1,0.7,1,14529,1917,1,0.25,NA,4735,-0.92,0.4,0,1,-0.27
686,2024-04-28,EXP_3366,Tamil Nadu,Medical Devices,0,,73133488,1192,ISO9001,0,0.4,1,17732,12772,0,0.47,,4472,-0.14,0.37,1,0,0.09
687,2024-09-26,EXP_7480,Haryana,Textiles,1,,30106196,977,ISO9001,0,0.89,1,10453,4286,0,0.76,225665,850,0.13,0.81,0,1,0.93
688,2021-06-13,EXP_2617,Rajasthan,IT Software,,197,17912215,629,None,0,0.54,1,17316,2822,0,0.14,NA,490,0.48,-0.84,1,1,0.63
689,2023-06-13,EXP_1027,Gujarat,Pharmaceuticals,0,,69590366,1003,FDA,0,0.73,1,9385,6508,0,0.51,,3117,-0.88,0.73,0,0,-0.55
690,2021-03-23,EXP_4317,Delhi,Pharmaceuticals,1,,68416324,1267,EU-GMP,0,0.39,0,15998,14385,0,0.99,573569,1255,-0.97,0.25,0,0,0.49
691,2024-03-16,EXP_5528,Delhi,IT Software,,,64526545,419,None,1,0.42,1,17751,768,1,0.91,NA,1483,0.56,1,1,1,0.54
692,2022-10-07,EXP_9007,Maharashtra,Machinery,0,,29740562,55,None,1,0.67,0,4438,8275,0,0.63,202829,2954,0.37,0.24,0,1,0.67
693,2021-07-21,EXP_5179,Gujarat,Medical Devices,1,8031,58837802,438,ISO9001,1,0.17,1,12679,3851,1,0.36,NA,156,0.95,-0.56,0,1,0.78
694,2024-05-07,EXP_9468,Tamil Nadu,Machinery,0,3591,47078457,589,ISO9001,1,0.23,1,16040,4172,0,0.25,807887,4418,-0.87,-0.84,0,0,0.95
695,2022-07-10,EXP_1961,Punjab,Textiles,0,3216,33530388,264,ISO9001,1,0.67,1,8075,12257,1,0.82,NA,2148,-0.88,-0.79,1,1,0.03
696,2023-03-02,EXP_3776,Tamil Nadu,Pharmaceuticals,1,,10166416,1206,None,0,0.14,1,18211,7960,0,0.23,NA,2204,-0.54,0.6,0,0,0.1
697,2024-08-08,EXP_9130,Karnataka,Machinery,,,19573282,1389,ISO9001,1,0.18,1,18943,2106,0,0.39,734519,932,0.27,-0.63,1,1,-0.93
698,2025-02-03,EXP_5647,Maharashtra,Chemicals,,8068,75826778,787,REACH,0,0.98,1,4585,12955,1,0.9,597220,467,0.21,-0.14,1,1,-0.3
699,2024-09-12,EXP_3232,Gujarat,Solar,,8016,35269871,1453,UL,0,0.8,1,3048,3202,1,0.83,NA,4508,0.54,-0.98,1,0,0.05
700,2023-09-09,EXP_1882,Maharashtra,Pharmaceuticals,,,14540807,84,EU-GMP,0,0.81,1,7639,10704,0,0.86,NA,1040,0.39,0.11,1,1,-0.37
701,2021-08-03,EXP_6623,Telangana,Pharmaceuticals,1,,10144978,825,None,1,0.68,0,10353,11056,1,0.44,NA,1036,-0.82,0.8,1,1,-0.62
702,2021-08-28,EXP_9881,Haryana,Pharmaceuticals,0,8110,58817246,734,EU-GMP,0,0.96,1,18724,10997,0,0.53,NA,3316,0.57,0.82,1,1,0.8
703,2022-03-05,EXP_8588,Delhi,Pharmaceuticals,0,1212,20449347,1585,EU-GMP,0,0.34,1,19015,5488,0,0.08,,1132,-0.37,-0.34,0,0,-0.92
704,2021-01-14,EXP_7091,Delhi,Electronics,,,52583050,925,ISO9001,1,0.12,1,22706,1499,1,0.04,309241,883,0.09,0.58,0,1,0.66
705,2023-05-07,EXP_9724,Delhi,Medical Devices,1,5799,47429941,133,None,1,0.72,0,21575,3874,1,0.17,NA,1194,0.61,0.83,1,1,0.47
706,2021-05-12,EXP_5223,Gujarat,IT Software,1,,57425071,427,None,1,0.39,1,18790,4357,1,0.33,587474,4334,0.57,0.94,1,1,-0.83
707,2023-05-02,EXP_7227,Tamil Nadu,Textiles,0,2200,63392030,315,ISO9001,0,0.03,1,12573,5630,1,0.71,NA,813,-0.61,-0.99,1,1,0.84
708,2024-09-25,EXP_2920,Rajasthan,Engineering,1,,67609585,582,CE,0,0.14,1,2685,11958,1,0.31,,3806,-0.55,0.07,0,1,-0.12
709,2021-10-17,EXP_5538,Punjab,Machinery,1,8013,69205188,1308,ISO9001,1,0.45,1,9358,1256,1,0.95,NA,2963,0.47,0.34,1,0,0.32
710,2022-01-02,EXP_7480,Telangana,Pharmaceuticals,0,,9481019,1137,FDA,1,0.65,1,532,5758,1,0.53,295830,4405,0.96,-0.18,1,1,-0.94
711,2022-03-04,EXP_8585,Tamil Nadu,Pharmaceuticals,0,3011,15889874,1652,EU-GMP,0,0.03,1,23651,4281,1,0.29,,437,0.77,0.59,1,0,0.95
712,2024-09-06,EXP_7241,Punjab,Electronics,,,33272267,1142,ISO9001,1,0.81,0,8961,4522,0,0.57,494821,2165,-0.31,-0.19,1,1,-0.59
713,2021-09-13,EXP_6932,Punjab,Pharmaceuticals,0,8678,41672610,179,EU-GMP,0,0.77,0,8774,14311,0,0.43,412880,100,-0.1,0.22,1,1,0.13
714,2025-02-09,EXP_1715,Telangana,Electronics,,7009,65505467,1119,ISO9001,0,0.92,0,15391,9836,0,0.57,NA,3561,0.77,-0.74,1,1,-0.24
715,2024-09-15,EXP_6958,Maharashtra,Engineering,1,,69507241,1174,None,1,0.98,0,1269,14512,1,0.07,350587,2887,0.9,0.15,0,1,0.81
716,2022-02-23,EXP_8618,Telangana,Electronics,0,2801,8940321,1346,None,1,0.22,0,3566,3326,1,0.53,665103,4463,-0.53,-0.71,0,0,0.54
717,2024-06-25,EXP_3921,Haryana,Machinery,,,29144570,348,None,1,0.78,0,2092,1034,1,0.98,854826,381,-0.08,0.19,1,0,0.98
718,2023-10-02,EXP_3623,Punjab,Electronics,0,3374,41720947,1233,ISO9001,0,0.5,0,185,3086,0,0.65,NA,4050,0.68,0.43,0,0,0.04
719,2022-05-28,EXP_8929,Telangana,Machinery,1,3067,60353875,930,None,0,0.51,1,20339,13279,1,0.12,230927,2865,0.22,-0.41,1,0,0.07
720,2022-03-02,EXP_2978,Rajasthan,Solar,1,,65322828,679,None,1,0.79,0,8934,1675,0,0.99,,4906,0.61,-0.22,1,1,0.17
721,2021-06-15,EXP_3445,Rajasthan,Engineering,1,,39225222,1056,CE,1,0.61,1,12653,612,0,0.71,,947,-0.2,-0.72,0,0,-0.78
722,2024-03-26,EXP_3400,Punjab,Solar,1,,654121,317,TUV,1,0.36,1,19305,8974,1,0.61,NA,4857,-0.11,0.44,1,1,0.72
723,2021-04-12,EXP_1166,Punjab,Chemicals,1,2297,66509814,1139,RoHS,0,0.45,0,9690,4598,0,0.62,NA,4896,-0.92,0.19,1,0,0.07
724,2024-05-13,EXP_5899,Delhi,IT Software,,5745,10500624,216,GDPR,1,0.95,0,3768,13468,1,0.92,446837,1722,0.28,-0.72,0,0,0.23
725,2024-03-13,EXP_1598,Telangana,Engineering,,,67326787,1161,None,0,0.57,1,7470,3524,0,0.18,195476,4008,0.06,0.95,1,0,0.15
726,2022-11-18,EXP_5035,Karnataka,Medical Devices,1,1015,33705683,903,None,1,0.59,0,13770,601,1,0.88,,4330,-0.78,-0.95,1,1,0.19
727,2025-01-28,EXP_3434,Rajasthan,IT Software,1,,6082105,959,None,0,0.23,1,17580,1786,1,0.46,,1336,0.77,0.73,0,0,0.89
728,2023-12-01,EXP_8484,Gujarat,Medical Devices,,,3701556,1214,None,1,0.76,0,5008,6926,1,0.51,,470,0.71,-0.71,1,1,0.99
729,2022-12-06,EXP_8254,Rajasthan,Solar,,,27259757,625,UL,1,0.75,0,8520,9517,1,0.33,785117,1030,-0.93,-0.24,1,0,-0.43
730,2024-02-14,EXP_2108,Tamil Nadu,Engineering,0,,21860293,149,None,1,0.97,1,17765,10295,0,0.66,NA,1185,0.12,0.62,1,1,-0.01
731,2022-04-20,EXP_2395,Telangana,Electronics,,,69878924,1648,None,0,0.03,1,14852,10513,1,0.06,,1828,0.4,0.59,0,1,0.4
732,2021-09-29,EXP_7289,Telangana,Solar,1,5076,54974000,1883,None,0,0.65,0,5141,7757,0,0.89,240980,85,-0.89,0.33,1,0,-0.32
733,2021-08-02,EXP_6204,Tamil Nadu,Solar,,,42026107,506,TUV,0,0.8,1,18355,6689,1,0.98,,3763,-0.37,-0.79,0,0,0.25
734,2024-04-18,EXP_3532,Maharashtra,Machinery,,,77746699,1174,ISO9001,0,0.81,1,12229,12794,1,0.44,211718,3432,0.42,-1,1,1,0.96
735,2021-04-14,EXP_9477,Tamil Nadu,Electronics,0,,71556143,156,ISO9001,0,0.82,1,20963,1071,0,0.72,,1233,-0.25,0.25,0,1,0.49
736,2024-09-18,EXP_5307,Gujarat,Machinery,,5991,29106584,646,None,0,0.65,0,17740,12244,1,0.69,,2255,0.84,-0.04,0,0,0.66
737,2023-03-21,EXP_7218,Telangana,Electronics,,,5617181,1249,ISO9001,1,0.15,0,15549,326,0,0.31,NA,2789,-0.78,0.12,1,0,0.11
738,2024-05-01,EXP_6234,Telangana,Pharmaceuticals,0,,50628327,1847,WHO-GMP,1,0.64,1,20404,6220,1,0.29,NA,1389,-0.97,0.19,1,1,0.45
739,2023-08-01,EXP_7446,Karnataka,Textiles,,7753,77354109,633,ISO9001,1,0.6,1,16465,8497,1,0.04,80288,1266,-0.18,0.23,0,0,0.57
740,2023-05-15,EXP_9097,Rajasthan,Solar,1,,74419408,1363,None,1,0.44,1,6512,12862,0,0.69,896377,1712,0.94,-0.71,0,0,0.06
741,2022-11-29,EXP_5393,Haryana,IT Software,,4931,24215135,71,SOC2,1,0.94,1,15963,11993,1,0.87,NA,3180,-0.62,-0.25,0,0,0.3
742,2022-08-06,EXP_8104,Telangana,Chemicals,0,,29758278,1764,None,0,0.39,0,16659,10978,0,0.35,182083,3726,0.11,-0.71,1,1,0.64
743,2021-12-26,EXP_5338,Tamil Nadu,Engineering,0,,44671258,1831,CE,1,0.06,1,20663,10816,0,0.46,542144,131,0.44,0.42,1,1,0.77
744,2023-10-03,EXP_4173,Delhi,Textiles,,1311,41506246,1063,None,1,0.22,0,11956,290,1,0.95,NA,4074,0.54,0.72,1,1,0.06
745,2024-05-15,EXP_9085,Rajasthan,Engineering,1,8363,61475446,1559,ISO9001,0,0.77,0,18961,14396,1,0.46,,817,-0.26,0.48,0,0,-0.6
746,2024-06-09,EXP_5936,Rajasthan,Auto Parts,1,,47145403,462,ISO9001,0,0.22,0,11346,13690,0,0.68,NA,916,-0.14,0.68,0,0,-0.01
747,2024-04-12,EXP_2656,Delhi,Textiles,0,,47255541,524,ISO9001,0,0.12,1,4281,10852,0,0.57,,4889,0.47,-0.32,0,0,-0.01
748,2024-08-08,EXP_7127,Maharashtra,Chemicals,1,3937,31852659,1995,None,0,0.19,0,19707,4471,0,0.39,,3943,-0.6,0.24,1,1,-0.96
749,2023-10-16,EXP_3950,Maharashtra,Engineering,,976,31811309,1882,ISO14001,1,0.45,0,21175,8133,1,0.32,,4532,-0.29,0.99,0,0,-0.57
750,2024-02-07,EXP_6871,Maharashtra,Auto Parts,1,2370,39928071,442,ISO9001,0,0.03,0,18598,8311,1,0.57,NA,4090,0.7,-0.27,0,0,-0.07
751,2022-01-09,EXP_6282,Karnataka,Electronics,0,5626,51000789,1694,None,1,0.97,1,24296,2781,0,0.58,,4974,-0.78,-0.8,0,0,0.94
752,2023-10-25,EXP_8270,Maharashtra,Textiles,0,1922,31096573,1458,None,1,0.13,1,17656,11536,0,0.96,525381,818,-0.01,0.23,1,0,0.98
753,2023-04-11,EXP_8086,Tamil Nadu,Pharmaceuticals,0,5843,75986995,154,WHO-GMP,0,0.94,0,9530,571,1,0.6,764244,20,0.84,0.31,0,1,0.67
754,2021-02-20,EXP_2644,Rajasthan,Machinery,1,,1673421,338,None,0,0.67,0,12101,7624,1,0.98,811500,856,0.51,-0.69,0,0,-0.73
755,2021-05-02,EXP_5643,Rajasthan,Medical Devices,,,30870899,1499,None,1,0.45,1,24599,2146,1,0.35,NA,3787,-0.24,-0.17,0,0,0.13
756,2024-05-05,EXP_7995,Karnataka,Auto Parts,,,17228238,1623,ISO9001,0,0.77,0,21572,9008,0,0.08,NA,206,0.93,0.46,1,1,0.73
757,2022-05-17,EXP_5314,Rajasthan,Chemicals,,,52302148,486,RoHS,0,0.14,1,870,9628,0,0.99,,4310,-0.79,0.09,1,1,0.96
758,2022-11-03,EXP_6451,Delhi,Engineering,0,4753,64414307,697,ISO9001,1,0.45,1,24257,6370,0,0.3,,250,0.47,0.72,0,0,0.43
759,2022-11-27,EXP_2893,Punjab,Pharmaceuticals,0,,17667568,525,FDA,0,0.01,0,23711,4802,0,0.51,NA,2428,0.03,-0.26,0,1,0.53
760,2024-09-17,EXP_4335,Tamil Nadu,Auto Parts,,1271,31401489,1030,ISO9001,0,0.57,0,18014,9602,0,0.49,353517,354,-0.27,-0.73,0,0,0.54
761,2022-10-12,EXP_5722,Tamil Nadu,Auto Parts,1,,72846285,221,None,0,0.2,0,12001,8771,1,0.54,,4267,-0.02,0.22,1,0,0.48
762,2022-12-03,EXP_1729,Rajasthan,IT Software,0,2467,40483575,1695,ISO27001,0,0.1,0,22882,13745,1,0.99,60239,1696,-0.47,0.45,0,1,0.24
763,2024-06-23,EXP_3833,Gujarat,Electronics,,,35560286,1487,None,0,0.57,0,1859,12649,0,0.24,517330,105,0.24,0.19,0,0,-0.04
764,2024-10-09,EXP_9345,Karnataka,Electronics,,1685,25295186,1820,None,0,0.82,1,16038,8008,1,0.33,,4411,-0.04,-0.11,0,0,0.13
765,2024-10-20,EXP_1659,Rajasthan,IT Software,0,,28387098,105,ISO27001,1,0.52,0,23518,11973,0,0.83,NA,665,0.91,0.35,1,1,0.82
766,2023-03-29,EXP_1677,Delhi,Pharmaceuticals,0,7785,63250606,1834,FDA,1,0.32,0,9506,10406,0,0.58,NA,641,0.97,0.97,1,0,-0.82
767,2021-04-26,EXP_8938,Gujarat,Solar,0,,67987862,1795,TUV,1,0.24,1,8894,7805,0,0.16,721405,3046,0.51,-0.48,1,0,0.23
768,2023-05-07,EXP_6255,Karnataka,Pharmaceuticals,,,76159447,105,FDA,0,0.15,0,10575,5747,0,0.67,,4856,0.61,0.94,0,1,-0.9
769,2023-09-02,EXP_9563,Delhi,Chemicals,,,20154662,1900,REACH,1,0.15,0,533,695,0,0.13,537718,3072,0.21,0.18,0,1,0.72
770,2024-09-28,EXP_8979,Punjab,IT Software,1,907,34229996,566,GDPR,1,0.78,0,3703,8864,1,0.53,789469,2540,0.9,0.33,0,1,0.08
771,2022-12-18,EXP_8602,Maharashtra,Medical Devices,1,,71677511,1955,ISO9001,1,0.46,1,2018,3278,1,0.96,82369,3055,-0.83,-0.02,0,1,0.79
772,2022-03-10,EXP_3412,Karnataka,Auto Parts,0,,57082932,88,ISO9001,1,0.53,1,9829,2725,1,0.36,165265,1769,-0.31,0.89,1,1,0.24
773,2021-03-22,EXP_5226,Telangana,Auto Parts,0,8220,76746874,1062,ISO9001,0,0.22,1,13790,8954,0,0.09,,1150,-0.46,0.84,0,1,-0.51
774,2021-03-18,EXP_9846,Karnataka,Solar,1,,18463030,1777,UL,1,0.06,0,17606,6435,1,0.81,,1571,0.12,0.83,0,1,0.44
775,2022-05-19,EXP_1548,Gujarat,Medical Devices,0,1552,50590067,1732,None,0,0.75,0,23060,7480,1,0.52,696494,3629,0.21,-0.03,0,1,-0.5
776,2024-12-21,EXP_5092,Gujarat,Engineering,1,2128,17630060,664,CE,0,0.14,0,1625,11374,1,0.29,,3426,-0.15,0.45,0,0,-0.92
777,2024-02-08,EXP_2992,Tamil Nadu,Chemicals,1,2048,62830146,1790,REACH,0,0.43,1,17381,2084,0,0.53,NA,2223,0.49,-0.54,1,1,-0.67
778,2021-01-07,EXP_6403,Haryana,Pharmaceuticals,1,,35579906,517,FDA,1,0.01,0,5713,6534,0,0.76,,3908,0.35,-0.14,1,1,0.53
779,2023-03-20,EXP_3662,Gujarat,Auto Parts,,,34253100,1146,None,1,0.15,0,16807,13352,0,0.05,NA,224,0.45,0.15,1,0,0.14
780,2022-03-03,EXP_1724,Telangana,Solar,0,,4795985,1375,IEC,0,0.61,0,3010,1114,0,0.95,NA,1405,0.33,-0.26,1,0,-0.09
781,2024-11-18,EXP_5587,Gujarat,Pharmaceuticals,0,,52892447,315,None,1,0.99,0,4933,2536,1,0.29,,1485,-0.19,0.63,0,0,-0.47
782,2025-01-06,EXP_4404,Tamil Nadu,Electronics,0,,14678409,796,None,0,0.42,1,9380,6192,1,0.96,771188,1256,-0.53,0.38,1,1,-0.89
783,2023-11-06,EXP_8505,Telangana,Chemicals,0,,73807977,928,REACH,0,0.16,1,11532,11894,1,0.09,854238,2073,-0.43,-0.2,0,0,0.77
784,2023-08-30,EXP_6827,Punjab,Auto Parts,0,1929,31211520,1753,None,0,0.26,1,12031,1810,1,0.24,811832,2919,-0.3,-0.24,1,0,-0.69
785,2024-12-20,EXP_9939,Haryana,Textiles,0,7242,46140036,339,ISO9001,1,0.05,1,6989,6292,0,0.85,453715,4565,-0.02,0.46,1,0,-0.76
786,2021-03-16,EXP_5024,Gujarat,Auto Parts,,4107,26244119,322,ISO9001,1,0.32,0,4279,3782,1,0.55,,3253,-0.16,-0.78,1,1,0.36
787,2024-08-25,EXP_3284,Haryana,Auto Parts,,,15704796,475,None,1,0.69,0,7257,4302,1,0.59,NA,3374,-0.68,0.65,0,1,0.24
788,2022-02-16,EXP_2611,Tamil Nadu,Auto Parts,1,,52762221,926,ISO9001,0,0.86,0,13367,44,0,0.53,,1791,-0.15,-0.05,1,1,0.85
789,2023-01-20,EXP_8572,Gujarat,Pharmaceuticals,1,,17980372,636,FDA,0,0.37,1,23321,14171,1,0.08,NA,2152,0.66,-0.8,1,0,-0.17
790,2021-02-27,EXP_5254,Telangana,Electronics,0,7557,13893680,202,None,1,0.13,1,17362,10717,0,0.7,,1895,-0.91,0.81,0,0,-0.93
791,2022-06-04,EXP_5849,Tamil Nadu,Machinery,,,6860722,1060,ISO9001,0,0.41,0,17455,1967,0,0.94,327300,3010,-0.19,0.59,1,0,-0.15
792,2022-09-18,EXP_4188,Maharashtra,Medical Devices,,,71899940,740,None,0,0.22,0,20265,983,0,0.24,NA,2606,0.08,0.82,0,1,-0.35
793,2024-01-29,EXP_2655,Maharashtra,Machinery,0,6872,53638410,1515,ISO9001,0,0.73,0,23037,9387,0,0.61,,592,0.99,0.58,1,1,0.66
794,2023-08-13,EXP_3898,Rajasthan,Medical Devices,0,5880,71628201,1593,None,1,0.61,1,2654,11866,0,0.9,180364,453,-0.22,0.33,1,1,0.27
795,2021-12-12,EXP_1477,Maharashtra,Medical Devices,,,15610466,177,None,1,0.19,1,24273,13314,0,0.88,460449,10,-0.47,-0.09,1,0,-0.31
796,2023-03-27,EXP_8776,Punjab,Solar,0,,19064626,1361,TUV,0,0.79,1,12291,1966,1,0.44,87014,1071,0.57,-0.05,1,0,0.38
797,2021-03-01,EXP_9077,Karnataka,IT Software,0,4147,40942590,1450,ISO27001,1,0.23,0,4321,3966,1,0.47,121451,3943,-0.96,0.17,1,0,-0.57
798,2023-12-08,EXP_8168,Telangana,Auto Parts,,2593,39352772,200,None,0,0.25,1,15776,8007,0,0.44,,1135,0.65,0.77,0,1,0.59
799,2023-07-09,EXP_3019,Delhi,Pharmaceuticals,0,,40946168,986,None,1,0.36,1,4080,175,1,0.17,582991,2265,0.86,0.46,1,0,0.56
800,2023-02-26,EXP_1796,Karnataka,Solar,1,,45251996,970,TUV,0,0.5,0,3003,9184,1,0.83,,4238,-0.9,0.43,1,1,-0.76
801,2024-10-29,EXP_4267,Gujarat,Chemicals,,,59394128,597,REACH,1,0.54,1,22669,13843,0,0.93,NA,1459,0.47,-0.75,0,1,-0.61
802,2021-01-02,EXP_4756,Gujarat,Pharmaceuticals,0,,7476294,1834,EU-GMP,0,0.38,1,4169,11196,1,0.87,,2993,-0.64,-0.47,1,1,-0.03
803,2023-12-09,EXP_9554,Gujarat,Textiles,0,,3153142,1749,ISO9001,1,0.04,1,15596,12916,0,0.82,,4115,0.27,0.95,1,1,0.39
804,2021-02-02,EXP_9384,Maharashtra,Medical Devices,0,,28419279,852,ISO9001,1,0.56,0,9715,6060,1,0.03,,3940,-0.3,-0.91,1,0,-0.73
805,2023-04-18,EXP_5490,Delhi,Auto Parts,0,,31109506,1199,ISO9001,1,0.9,0,19068,13033,0,0.45,NA,1863,-0.56,0.88,0,1,0.13
806,2022-11-02,EXP_3638,Haryana,Auto Parts,,,66629939,989,ISO9001,0,0.88,0,23374,2722,0,0.51,379132,3883,0.37,-0.12,1,0,-0.01
807,2022-09-24,EXP_9672,Haryana,Machinery,1,6215,50076043,348,ISO9001,1,0.72,0,11826,6184,1,0.92,336171,2463,-0.38,-0.54,1,1,0.89
808,2021-10-03,EXP_7038,Telangana,Machinery,0,,59440744,972,None,0,0.55,0,3135,10668,0,0.4,,80,0.35,1,1,1,-0.16
809,2024-02-25,EXP_1748,Telangana,Engineering,0,,20882354,272,ISO14001,1,0.01,1,23788,4369,1,0.93,NA,1882,0.45,-0.44,1,1,-0.05
810,2022-05-06,EXP_4238,Telangana,Textiles,1,,10656480,1800,None,0,0.64,1,20797,8972,1,0.44,681178,3386,-0.92,-0.58,0,1,-0.4
811,2023-03-16,EXP_6639,Haryana,Textiles,1,,18245632,1190,ISO9001,0,0.47,1,10083,12207,0,0.84,NA,1855,0.52,0.94,0,0,0.68
812,2023-09-12,EXP_5873,Gujarat,Pharmaceuticals,0,5109,59462648,104,None,0,0.75,0,21886,4908,1,0.12,207323,1813,-0.43,0.48,1,0,0.93
813,2022-07-28,EXP_4590,Haryana,Chemicals,,,14284351,198,None,1,0.11,1,5233,2303,1,0.13,511584,4633,0.25,-0.06,1,1,-0.45
814,2024-01-01,EXP_8864,Telangana,Machinery,1,,3550998,225,ISO9001,0,0.45,0,12151,8003,0,0.84,,1763,-0.19,0.97,1,1,-0.35
815,2024-08-26,EXP_4354,Rajasthan,Machinery,0,,57412324,1646,None,0,0.12,0,2948,10375,1,0.55,,2910,-0.96,-0.95,1,1,0.56
816,2022-12-05,EXP_5344,Karnataka,Textiles,,,19938607,212,None,0,0.67,1,10759,8721,0,0.16,,3810,0.03,-0.29,1,0,0.66
817,2024-09-04,EXP_6371,Rajasthan,Auto Parts,1,6181,11624767,15,None,0,0.71,0,14704,14641,1,0.42,NA,4396,-0.87,0.5,1,0,-0.24
818,2021-12-26,EXP_7634,Punjab,Engineering,0,,23078594,1148,None,0,0.55,0,17421,5412,1,0.25,375026,165,0.72,-0.58,0,0,-0.12
819,2021-02-03,EXP_6071,Punjab,IT Software,0,,22179694,945,GDPR,0,0.31,1,12175,13167,1,0.02,,1419,0.85,-0.24,0,0,0.95
820,2022-09-13,EXP_7120,Tamil Nadu,Textiles,1,7167,53611899,1864,ISO9001,1,0.61,1,22417,10610,1,0.01,NA,2626,-0.47,0.49,1,0,-0.13
821,2024-11-29,EXP_4252,Gujarat,IT Software,,6416,13753631,1162,None,1,0.83,1,16642,9863,1,0.3,,3670,-0.88,0.08,1,1,-0.43
822,2022-08-14,EXP_9431,Punjab,IT Software,0,,11076577,1331,GDPR,1,1,0,16263,6496,0,0.48,NA,3704,0.17,-0.29,0,1,-0.43
823,2021-06-08,EXP_3799,Delhi,Textiles,,,53743417,386,None,0,0.33,1,3259,14388,1,0.56,816424,2113,0.69,0.75,1,1,0.92
824,2024-08-27,EXP_2325,Telangana,Pharmaceuticals,0,,17671672,1600,WHO-GMP,0,0.08,0,11101,2507,1,0.59,NA,1333,-0.75,-0.55,1,0,-0.07
825,2024-08-01,EXP_9043,Tamil Nadu,Pharmaceuticals,,,49688516,1689,WHO-GMP,1,0.16,0,3928,8130,1,0.35,537265,2662,0.94,0.72,0,0,-0.5
826,2022-10-01,EXP_1590,Gujarat,Solar,,,76522126,1835,None,1,0.67,1,16369,9602,1,0.98,358139,4676,-0.71,-0.12,0,1,-0.42
827,2023-11-13,EXP_1714,Rajasthan,Medical Devices,0,,68136043,1828,None,0,0.94,1,13739,5656,1,0.54,,250,0.38,-0.02,1,0,0.67
828,2022-07-05,EXP_7708,Maharashtra,Machinery,,,70659561,1773,ISO9001,0,0.56,1,8393,8871,0,0.55,131497,2177,0.69,0.76,1,1,-0.49
829,2024-01-16,EXP_1718,Gujarat,Electronics,,4777,65013582,1313,None,1,0.67,0,8815,11956,0,0.06,NA,4588,-0.65,0.56,0,1,-0.55
830,2021-08-12,EXP_3778,Haryana,IT Software,1,4415,78714123,1461,SOC2,1,0.54,1,3529,3163,0,0.58,,699,-0.45,0.81,0,0,0.61
831,2024-04-01,EXP_5479,Haryana,Chemicals,,5800,56098402,411,ISO14001,1,0.39,0,7784,9319,1,0.24,438587,99,-0.02,0.14,1,1,-0.39
832,2023-11-04,EXP_1103,Haryana,Medical Devices,0,,49696026,560,None,1,0.3,0,2112,4508,1,0.22,812080,2190,0.77,-0.92,0,1,0.49
833,2021-12-29,EXP_1151,Maharashtra,Engineering,1,2841,57872206,1227,ISO9001,0,0.36,0,7711,7819,1,0.37,NA,2439,0.33,0.46,1,1,0.38
834,2024-06-25,EXP_3163,Maharashtra,Electronics,,230,10803480,1136,None,0,0.34,1,19714,12946,0,0.57,NA,4796,0.04,0.58,0,0,0.24
